Groups:
MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[11..0] =, MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[0],  binary
MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[11..0] =, MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[0],  binary
MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[11..0] =, MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[0],  binary
MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[11..0] =, MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[0],  binary
MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[11..0] =, MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[0],  binary
MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[11..0] =, MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[0],  binary
MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|SampleIndex[2..0] =, MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|SampleIndex[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|SampleIndex[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|SampleIndex[0],  hex

Data:
time unit: s, MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[11..0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_out[0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[11..0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_out[0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[11..0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_Q[0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[11..0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Symb_I_x[0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[11..0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|I_in_x[0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[11..0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[11], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[10], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[9], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[8], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[7], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[6], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[5], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[4], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[3], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|Q_in[0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|SampleIndex[2..0], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|SampleIndex[2], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|SampleIndex[1], MCC150_TransceiverBPSK:MCC150_TransceiverBPSK_inst|SampleIndex[0], 
0, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
1, 110101100111, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011000111, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 111110000110, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 111001001100, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 
2, 110110000110, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011000111, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 111101011101, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 110110000100, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 
3, 110101110100, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011000111, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 111101001111, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 110101001000, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 
4, 110100101100, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011000111, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 111101000101, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 110101010011, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 1, 0, 
5, 110011001101, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011000111, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 111101001001, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 110101101100, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 2, 0, 1, 0, 
6, 110010000011, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011000111, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 111101011100, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 110111001001, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 
7, 110010010011, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011000111, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 111110101111, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 111011101000, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 
8, 110100101100, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110100001110, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 111100111011, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 000000011101, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 000001011111, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 
9, 111001001011, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110100001110, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 111100111011, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 000010001100, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 000111001101, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2, 0, 1, 0, 
10, 111111001011, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110100001110, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 111100111011, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 000010111010, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 001010111000, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 0, 
11, 000101101000, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110100001110, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 111100111011, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 000010111111, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 001011011001, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 2, 0, 1, 0, 
12, 001011010100, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110100001110, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 111100111011, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 000010111111, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 001011110001, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 1, 0, 
13, 001111001001, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110100001110, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 111100111011, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 000010111100, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 001011001111, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 2, 0, 1, 0, 
14, 010000100001, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110100001110, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 111100111011, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 000010101101, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 001001111100, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 2, 0, 1, 0, 
15, 001111000011, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110100001110, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 111100111011, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 000010011011, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 001000100001, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 1, 0, 
16, 001011010100, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011010000, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 000010011110, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 001000110101, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 2, 0, 1, 0, 
17, 000101111001, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011010000, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 000010100010, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 001000111100, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 0, 1, 0, 
18, 111111101101, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011010000, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 000010110011, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 001010001100, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 
19, 111001101100, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011010000, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 000010111101, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 001011110001, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0, 1, 0, 
20, 110100101100, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011010000, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 000010111101, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 001011111011, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 2, 0, 1, 0, 
21, 110001011001, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011010000, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 000010111011, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 001011011010, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 2, 0, 1, 0, 
22, 110000010101, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011010000, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 000010101010, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 001001110010, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 2, 0, 1, 0, 
23, 110001011001, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001100011110, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 000011010000, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 000001100010, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 000101001011, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 2, 0, 1, 0, 
24, 110100101100, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 000000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 001110011100, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 000011110101, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 111111100100, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 111110100000, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 
